relpath,orig_split,label,filename,group_id,fold,role
train/allergic_dermatitis/1000010749_x16_jpg.rf.e7a58dada26ec6e393cf055576bd933f.jpg,train,allergic_dermatitis,1000010749_x16_jpg.rf.e7a58dada26ec6e393cf055576bd933f.jpg,g00054,0,train
train/allergic_dermatitis/1000010753_x16_jpg.rf.1e376b66eb303b8242b8d5c993ca52eb.jpg,train,allergic_dermatitis,1000010753_x16_jpg.rf.1e376b66eb303b8242b8d5c993ca52eb.jpg,g00055,0,train
train/allergic_dermatitis/1000010753_x16_jpg.rf.3f03f4573d4e41ceebb96f5478ce7d5f.jpg,train,allergic_dermatitis,1000010753_x16_jpg.rf.3f03f4573d4e41ceebb96f5478ce7d5f.jpg,g00055,0,train
train/allergic_dermatitis/1000010755_x4_jpg.rf.a56d8e4b0f5e7c6837febbf3cc4cd8a4.jpg,train,allergic_dermatitis,1000010755_x4_jpg.rf.a56d8e4b0f5e7c6837febbf3cc4cd8a4.jpg,g00056,0,train
train/allergic_dermatitis/1000010755_x4_jpg.rf.d361681b32e036b28c7829ab43f7b6b8.jpg,train,allergic_dermatitis,1000010755_x4_jpg.rf.d361681b32e036b28c7829ab43f7b6b8.jpg,g00056,0,train
train/allergic_dermatitis/1000010757_x16_jpg.rf.cc2b58b722adf55a287efda1ef7254f0.jpg,train,allergic_dermatitis,1000010757_x16_jpg.rf.cc2b58b722adf55a287efda1ef7254f0.jpg,g00057,0,train
train/allergic_dermatitis/1000010759_x16_jpg.rf.3dc3e66cd09eb9d8eb274bd00b33ad05.jpg,train,allergic_dermatitis,1000010759_x16_jpg.rf.3dc3e66cd09eb9d8eb274bd00b33ad05.jpg,g00059,0,train
train/allergic_dermatitis/1000010759_x16_jpg.rf.ff78f88c37593a8807fe0c25b6182a9e.jpg,train,allergic_dermatitis,1000010759_x16_jpg.rf.ff78f88c37593a8807fe0c25b6182a9e.jpg,g00059,0,train
train/allergic_dermatitis/1000010765_x4_jpg.rf.30c51a45aa20d80268cf155330f8202a.jpg,train,allergic_dermatitis,1000010765_x4_jpg.rf.30c51a45aa20d80268cf155330f8202a.jpg,g00061,0,train
train/allergic_dermatitis/1000010765_x4_jpg.rf.a2a04b325f872c6c36d9879e7de7829d.jpg,train,allergic_dermatitis,1000010765_x4_jpg.rf.a2a04b325f872c6c36d9879e7de7829d.jpg,g00061,0,train
train/allergic_dermatitis/1000010781_x16_jpg.rf.4fd9e07ac7e2905e1e5a15c361ffb0da.jpg,train,allergic_dermatitis,1000010781_x16_jpg.rf.4fd9e07ac7e2905e1e5a15c361ffb0da.jpg,g00011,0,train
train/allergic_dermatitis/1000010781_x16_jpg.rf.b8562d008072653f5c219b64d7ec38e2.jpg,train,allergic_dermatitis,1000010781_x16_jpg.rf.b8562d008072653f5c219b64d7ec38e2.jpg,g00011,0,train
train/allergic_dermatitis/1000011972_x4_jpg.rf.7ec5d674d9578280dfb74a1b2ba6cb3c.jpg,train,allergic_dermatitis,1000011972_x4_jpg.rf.7ec5d674d9578280dfb74a1b2ba6cb3c.jpg,g00065,0,train
train/allergic_dermatitis/1000011972_x4_jpg.rf.ff9a928632d2d50ae9e63acc6029fe5e.jpg,train,allergic_dermatitis,1000011972_x4_jpg.rf.ff9a928632d2d50ae9e63acc6029fe5e.jpg,g00065,0,train
train/allergic_dermatitis/1000011973_x4_jpg.rf.941f35acef1b62a2e471e1440692a35c.jpg,train,allergic_dermatitis,1000011973_x4_jpg.rf.941f35acef1b62a2e471e1440692a35c.jpg,g00066,0,train
train/allergic_dermatitis/1000011974_x4_jpg.rf.6572b09d516040fe503b368492bfa1e1.jpg,train,allergic_dermatitis,1000011974_x4_jpg.rf.6572b09d516040fe503b368492bfa1e1.jpg,g00067,0,train
train/allergic_dermatitis/1000011975_x4_jpg.rf.2c99f87e110f3282d9650cc43cb8533c.jpg,train,allergic_dermatitis,1000011975_x4_jpg.rf.2c99f87e110f3282d9650cc43cb8533c.jpg,g00068,0,train
train/allergic_dermatitis/1000011975_x4_jpg.rf.7a7bcdac191146ecf9a369f201d452c2.jpg,train,allergic_dermatitis,1000011975_x4_jpg.rf.7a7bcdac191146ecf9a369f201d452c2.jpg,g00068,0,train
train/allergic_dermatitis/1000011977_x4_jpg.rf.e10af1b08e522af2f270564726c881e5.jpg,train,allergic_dermatitis,1000011977_x4_jpg.rf.e10af1b08e522af2f270564726c881e5.jpg,g00069,0,train
train/allergic_dermatitis/1000011978_x4_jpg.rf.81a4704d40548e9acfd7690e93df5f94.jpg,train,allergic_dermatitis,1000011978_x4_jpg.rf.81a4704d40548e9acfd7690e93df5f94.jpg,g00070,0,train
train/allergic_dermatitis/1000011978_x4_jpg.rf.8ca099d92439d5b9ee2cd59f4fe74406.jpg,train,allergic_dermatitis,1000011978_x4_jpg.rf.8ca099d92439d5b9ee2cd59f4fe74406.jpg,g00070,0,train
train/allergic_dermatitis/1000_F_266925987_GoNkiLNIUXfRzYXf96Ngo00leArxL72S_jpg.rf.ead9eaab23e794c9284de9d8a34924e4.jpg,train,allergic_dermatitis,1000_F_266925987_GoNkiLNIUXfRzYXf96Ngo00leArxL72S_jpg.rf.ead9eaab23e794c9284de9d8a34924e4.jpg,g00071,0,train
train/allergic_dermatitis/110309934_2084249831710671_644872728960204913_n_jpg.rf.1d900377fe08fad77468752174812709.jpg,train,allergic_dermatitis,110309934_2084249831710671_644872728960204913_n_jpg.rf.1d900377fe08fad77468752174812709.jpg,g00072,0,train
train/allergic_dermatitis/110309934_2084249831710671_644872728960204913_n_jpg.rf.64151edc3cb578113ed250435903f153.jpg,train,allergic_dermatitis,110309934_2084249831710671_644872728960204913_n_jpg.rf.64151edc3cb578113ed250435903f153.jpg,g00072,0,train
train/allergic_dermatitis/137314781_408375947040120_5022441313590863863_n_jpg.rf.b1e4e418a9a81b63619c17f6854c56c5.jpg,train,allergic_dermatitis,137314781_408375947040120_5022441313590863863_n_jpg.rf.b1e4e418a9a81b63619c17f6854c56c5.jpg,g00073,0,train
train/allergic_dermatitis/137314781_408375947040120_5022441313590863863_n_jpg.rf.b5c033a51363ca942497e46124bdce11.jpg,train,allergic_dermatitis,137314781_408375947040120_5022441313590863863_n_jpg.rf.b5c033a51363ca942497e46124bdce11.jpg,g00073,0,train
train/allergic_dermatitis/1516253873174_x4_jpg.rf.dda1b93e9129937fd4ee540a662d957c.jpg,train,allergic_dermatitis,1516253873174_x4_jpg.rf.dda1b93e9129937fd4ee540a662d957c.jpg,g00075,0,train
train/allergic_dermatitis/231160892_518946332645147_3656949587182572307_n_jpg.rf.606f65d649c6ca873355aa140cf14548.jpg,train,allergic_dermatitis,231160892_518946332645147_3656949587182572307_n_jpg.rf.606f65d649c6ca873355aa140cf14548.jpg,g00076,0,train
train/allergic_dermatitis/231160892_518946332645147_3656949587182572307_n_jpg.rf.df242d6f0559d24deac139968b5fa4fb.jpg,train,allergic_dermatitis,231160892_518946332645147_3656949587182572307_n_jpg.rf.df242d6f0559d24deac139968b5fa4fb.jpg,g00076,0,train
train/allergic_dermatitis/293403473_2859680784177702_648654495805395982_n_jpg.rf.973238463651050eede43efd84fab7a3.jpg,train,allergic_dermatitis,293403473_2859680784177702_648654495805395982_n_jpg.rf.973238463651050eede43efd84fab7a3.jpg,g00077,0,train
train/allergic_dermatitis/301504804_8729017157124164_3961058354446722962_n_jpg.rf.55cb2b5805a96dafc010248b253577c2.jpg,train,allergic_dermatitis,301504804_8729017157124164_3961058354446722962_n_jpg.rf.55cb2b5805a96dafc010248b253577c2.jpg,g00078,0,train
train/allergic_dermatitis/53_jpg.rf.6457243cee362bfbf0a4fd7ef15eb36a.jpg,train,allergic_dermatitis,53_jpg.rf.6457243cee362bfbf0a4fd7ef15eb36a.jpg,g00082,0,train
train/allergic_dermatitis/55_jpg.rf.fbb47d5bce2c5720c9abed42f56a5cc3.jpg,train,allergic_dermatitis,55_jpg.rf.fbb47d5bce2c5720c9abed42f56a5cc3.jpg,g00083,0,train
train/allergic_dermatitis/5d5641b96b930df01eb7df119e680c9fdb41f4e4_jpeg_jpg.rf.86d3c6f5b13bd47934f41af6e61ab14d.jpg,train,allergic_dermatitis,5d5641b96b930df01eb7df119e680c9fdb41f4e4_jpeg_jpg.rf.86d3c6f5b13bd47934f41af6e61ab14d.jpg,g00084,0,train
train/allergic_dermatitis/62521167_2293314700920873_300162319286009856_n_jpg.rf.86c06e21779ce5960a5df74ccea758cb.jpg,train,allergic_dermatitis,62521167_2293314700920873_300162319286009856_n_jpg.rf.86c06e21779ce5960a5df74ccea758cb.jpg,g00085,0,train
train/allergic_dermatitis/Atopic-dermatitis_Red-skin-dog-abdomen_DermVets_jpg.rf.178dc563dea4c2f1c75eab9ee9094e22.jpg,train,allergic_dermatitis,Atopic-dermatitis_Red-skin-dog-abdomen_DermVets_jpg.rf.178dc563dea4c2f1c75eab9ee9094e22.jpg,g00086,0,train
train/allergic_dermatitis/Atopic-dermatitis_Red-skin-dog-abdomen_DermVets_jpg.rf.3ce4d6c237bb5ae241db25677c4fb3f0.jpg,train,allergic_dermatitis,Atopic-dermatitis_Red-skin-dog-abdomen_DermVets_jpg.rf.3ce4d6c237bb5ae241db25677c4fb3f0.jpg,g00086,0,train
train/allergic_dermatitis/aug2_jpg.rf.a5191722446deb063a42365c4aae81ad.jpg,train,allergic_dermatitis,aug2_jpg.rf.a5191722446deb063a42365c4aae81ad.jpg,g00088,0,train
train/allergic_dermatitis/aug5_jpg.rf.77a822fc2bfd7c6f4eb772b62ef7c30e.jpg,train,allergic_dermatitis,aug5_jpg.rf.77a822fc2bfd7c6f4eb772b62ef7c30e.jpg,g00090,0,train
train/allergic_dermatitis/aug5_jpg.rf.d0d31bf5b1f51f324c76efa1648ede8d.jpg,train,allergic_dermatitis,aug5_jpg.rf.d0d31bf5b1f51f324c76efa1648ede8d.jpg,g00090,0,train
train/allergic_dermatitis/aug_0_102_jpeg_jpg.rf.34cc33044670e4a4c4f14ff3bcde08f8.jpg,train,allergic_dermatitis,aug_0_102_jpeg_jpg.rf.34cc33044670e4a4c4f14ff3bcde08f8.jpg,g00091,0,train
train/allergic_dermatitis/aug_0_102_jpeg_jpg.rf.fa1b8dc067c3f8fade31812b1630c023.jpg,train,allergic_dermatitis,aug_0_102_jpeg_jpg.rf.fa1b8dc067c3f8fade31812b1630c023.jpg,g00091,0,train
train/allergic_dermatitis/aug_0_1033_jpeg_jpg.rf.8c48f3577b779f12bfa4a0a91be15ce8.jpg,train,allergic_dermatitis,aug_0_1033_jpeg_jpg.rf.8c48f3577b779f12bfa4a0a91be15ce8.jpg,g00092,0,train
train/allergic_dermatitis/aug_0_1033_jpeg_jpg.rf.8ef4918c90c7b53ed2e4cd9933c23b9a.jpg,train,allergic_dermatitis,aug_0_1033_jpeg_jpg.rf.8ef4918c90c7b53ed2e4cd9933c23b9a.jpg,g00092,0,train
train/allergic_dermatitis/aug_0_1103_jpeg_jpg.rf.6c102baf71c1e4c62d9004e7dca8542d.jpg,train,allergic_dermatitis,aug_0_1103_jpeg_jpg.rf.6c102baf71c1e4c62d9004e7dca8542d.jpg,g00093,0,train
train/allergic_dermatitis/aug_0_1103_jpeg_jpg.rf.7d8abd86d3d14d9e690482cf27223b96.jpg,train,allergic_dermatitis,aug_0_1103_jpeg_jpg.rf.7d8abd86d3d14d9e690482cf27223b96.jpg,g00093,0,train
train/allergic_dermatitis/aug_0_1115_jpeg_jpg.rf.17f137f78e505eab8d1ab7acb119d44f.jpg,train,allergic_dermatitis,aug_0_1115_jpeg_jpg.rf.17f137f78e505eab8d1ab7acb119d44f.jpg,g00094,0,train
train/allergic_dermatitis/aug_0_1115_jpeg_jpg.rf.cfe3fc70228183bc1b58786f9e3f7a53.jpg,train,allergic_dermatitis,aug_0_1115_jpeg_jpg.rf.cfe3fc70228183bc1b58786f9e3f7a53.jpg,g00094,0,train
train/allergic_dermatitis/aug_0_121_jpeg_jpg.rf.8064b72e22d4a19e6674c4bc945f66dc.jpg,train,allergic_dermatitis,aug_0_121_jpeg_jpg.rf.8064b72e22d4a19e6674c4bc945f66dc.jpg,g00096,0,train
train/allergic_dermatitis/aug_0_1331_jpeg_jpg.rf.e017c47bbf80fa11efdd13e51e42312a.jpg,train,allergic_dermatitis,aug_0_1331_jpeg_jpg.rf.e017c47bbf80fa11efdd13e51e42312a.jpg,g00099,0,train
train/allergic_dermatitis/aug_0_1331_jpeg_jpg.rf.e0ac32f0383c7e15af39078cf4145cd8.jpg,train,allergic_dermatitis,aug_0_1331_jpeg_jpg.rf.e0ac32f0383c7e15af39078cf4145cd8.jpg,g00099,0,train
train/allergic_dermatitis/aug_0_1411_jpeg_jpg.rf.01dc593d21e4245e17838b877b913049.jpg,train,allergic_dermatitis,aug_0_1411_jpeg_jpg.rf.01dc593d21e4245e17838b877b913049.jpg,g00102,0,train
train/allergic_dermatitis/aug_0_1411_jpeg_jpg.rf.b4da5d647b4065a21497dbb9ec41eaeb.jpg,train,allergic_dermatitis,aug_0_1411_jpeg_jpg.rf.b4da5d647b4065a21497dbb9ec41eaeb.jpg,g00102,0,train
train/allergic_dermatitis/aug_0_1466_jpeg_jpg.rf.493d90ffe09b697aad8ef7b6223bca71.jpg,train,allergic_dermatitis,aug_0_1466_jpeg_jpg.rf.493d90ffe09b697aad8ef7b6223bca71.jpg,g00103,0,train
train/allergic_dermatitis/aug_0_1613_jpeg_jpg.rf.bcd6a50f56b08cbc79cf8468861dd16d.jpg,train,allergic_dermatitis,aug_0_1613_jpeg_jpg.rf.bcd6a50f56b08cbc79cf8468861dd16d.jpg,g00104,0,train
train/allergic_dermatitis/aug_0_1674_jpeg_jpg.rf.60407863fc3a7576a46dc028759bcaf3.jpg,train,allergic_dermatitis,aug_0_1674_jpeg_jpg.rf.60407863fc3a7576a46dc028759bcaf3.jpg,g00105,0,train
train/allergic_dermatitis/aug_0_1913_jpeg_jpg.rf.3f27be80973e530fc4388ff53a3e7545.jpg,train,allergic_dermatitis,aug_0_1913_jpeg_jpg.rf.3f27be80973e530fc4388ff53a3e7545.jpg,g00108,0,train
train/allergic_dermatitis/aug_0_2001_jpeg_jpg.rf.3e1b9058decf531cc738a5e52e255f72.jpg,train,allergic_dermatitis,aug_0_2001_jpeg_jpg.rf.3e1b9058decf531cc738a5e52e255f72.jpg,g00109,0,train
train/allergic_dermatitis/aug_0_2001_jpeg_jpg.rf.a42fe6da375dc31df3dac98f7bb19aea.jpg,train,allergic_dermatitis,aug_0_2001_jpeg_jpg.rf.a42fe6da375dc31df3dac98f7bb19aea.jpg,g00109,0,train
train/allergic_dermatitis/aug_0_2001_jpeg_jpg.rf.cf242a72221d02e6982cb69d78d0e41b.jpg,train,allergic_dermatitis,aug_0_2001_jpeg_jpg.rf.cf242a72221d02e6982cb69d78d0e41b.jpg,g00109,0,train
train/allergic_dermatitis/aug_0_2039_jpeg_jpg.rf.3f54a732121a92bf6315b8d5e63ad4f8.jpg,train,allergic_dermatitis,aug_0_2039_jpeg_jpg.rf.3f54a732121a92bf6315b8d5e63ad4f8.jpg,g00110,0,train
